name,date,open,high,low,close,volumn
DTAC06C1507A,15-Oct-14,0.59,0.59,0.58,0.58,317500
DTAC06P1410A,15-Oct-14,0.47,0.48,0.47,0.48,2000
EART01C1502A,15-Oct-14,0.32,0.32,0.32,0.32,35000
EART13C1501A,15-Oct-14,0.17,0.17,0.17,0.17,850000
EART13C1503A,15-Oct-14,0.28,0.28,0.27,0.27,9000000
EART42C1502A,15-Oct-14,0.22,0.22,0.22,0.22,400100
EGCO01C1410A,15-Oct-14,1.29,1.35,1.29,1.33,301200
ESSO42C1501A,15-Oct-14,0.13,0.13,0.13,0.13,803000
GFPT01C1412A,15-Oct-14,1.25,1.27,1.2,1.26,462100
GLOB01C1501A,15-Oct-14,0.37,0.37,0.36,0.36,616800
GLOB01P1501A,15-Oct-14,0.67,0.67,0.67,0.67,120000
HEMR01C1411A,15-Oct-14,0.89,0.89,0.89,0.89,1145500
HEMR01P1411A,15-Oct-14,0.39,0.39,0.39,0.39,30000
HEMR11C1504A,15-Oct-14,1.2,1.2,1.2,1.2,200
HMPR01C1412A,15-Oct-14,0.54,0.54,0.53,0.53,755800
HMPR06C1503A,15-Oct-14,0.89,0.89,0.89,0.89,68000
HMPR11C1503A,15-Oct-14,0.28,0.28,0.28,0.28,400000
HMPR28C1501A,15-Oct-14,0.66,0.66,0.66,0.66,10000
INTU01C1410A,15-Oct-14,0.27,0.28,0.27,0.28,1088600
INTU01C1503A,15-Oct-14,0.69,0.7,0.69,0.69,3230200
INTU01P1410A,15-Oct-14,1.01,1.02,1,1,2029400
INTU06C1601A,15-Oct-14,1.06,1.06,1.05,1.06,6500
INTU11C1504A,15-Oct-14,0.86,0.86,0.86,0.86,1000000
INTU13C1501A,15-Oct-14,0.76,0.76,0.76,0.76,440000
IRPC01C1410A,15-Oct-14,0.29,0.29,0.27,0.27,4771800
IRPC01C1503A,15-Oct-14,0.53,0.53,0.53,0.53,2300
IRPC01P1410A,15-Oct-14,0.66,0.69,0.66,0.68,472600
IRPC13C1502A,15-Oct-14,0.39,0.39,0.39,0.39,100
IRPC28C1503A,15-Oct-14,0.36,0.36,0.35,0.35,7000
ITD01C1412A,15-Oct-14,0.45,0.45,0.43,0.44,1902500
ITD01P1412A,15-Oct-14,0.49,0.49,0.49,0.49,555200
ITD06C1506A,15-Oct-14,1.51,1.51,1.46,1.46,7100
ITD13C1412A,15-Oct-14,0.32,0.32,0.32,0.32,107000
ITD23C1502A,15-Oct-14,1.39,1.39,1.39,1.39,170000
IVL01C1501A,15-Oct-14,0.28,0.28,0.26,0.26,7006200
IVL01P1501A,15-Oct-14,0.64,0.64,0.64,0.64,200000
IVL06C1601A,15-Oct-14,1.07,1.08,1.07,1.08,120000
IVL07C1410A,15-Oct-14,0.3,0.3,0.3,0.3,100000
IVL08C1506A,15-Oct-14,0.34,0.34,0.34,0.34,880500
IVL13C1412A,15-Oct-14,0.15,0.15,0.14,0.14,200
IVL23P1410A,15-Oct-14,0.07,0.07,0.07,0.07,10200
IVL27C1503A,15-Oct-14,0.85,0.85,0.85,0.85,200000
JAS01C1410A,15-Oct-14,0.06,0.07,0.05,0.05,19245800
JAS01C1503A,15-Oct-14,0.39,0.4,0.38,0.38,2826400
JAS01P1410A,15-Oct-14,1.13,1.17,1.13,1.16,2400600
JAS01P1503A,15-Oct-14,1.05,1.05,1.05,1.05,2000000
JAS06CA,15-Oct-14,0.57,0.58,0.56,0.58,2382100
JAS11C1503A,15-Oct-14,0.29,0.29,0.28,0.28,53200
JAS13C1412A,15-Oct-14,0.15,0.15,0.15,0.15,1282000
JAS13C1501A,15-Oct-14,0.27,0.27,0.26,0.27,443200
JAS18C1501A,15-Oct-14,0.19,0.19,0.19,0.19,44400
JAS23C1502A,15-Oct-14,0.3,0.3,0.3,0.3,177000
JAS27C1503A,15-Oct-14,0.25,0.25,0.24,0.25,278000
JAS28C1501A,15-Oct-14,0.1,0.1,0.1,0.1,2550100
JAS28CD,15-Oct-14,0.38,0.39,0.38,0.39,106500
KBAN01C1410A,15-Oct-14,1.35,1.45,1.34,1.34,3891600
KBAN01C1503A,15-Oct-14,0.6,0.64,0.59,0.59,8576300
KBAN01P1410A,15-Oct-14,0.24,0.25,0.22,0.25,5259200
KBAN01P1503A,15-Oct-14,0.98,0.99,0.96,0.99,3084500
KBAN06C1601A,15-Oct-14,2.32,2.32,2.3,2.3,100700
KBAN06P1503A,15-Oct-14,0.36,0.37,0.35,0.37,1321200
KBAN13C1501A,15-Oct-14,0.59,0.6,0.56,0.56,4697900
KBAN13P1502A,15-Oct-14,0.6,0.61,0.6,0.6,975200
KBAN16C1412A,15-Oct-14,2.28,2.28,2.2,2.2,60000
KBAN23C1501A,15-Oct-14,2.2,2.2,2.2,2.2,10000
KBAN28C1501A,15-Oct-14,0.44,0.46,0.42,0.42,9813000
KBAN28P1411A,15-Oct-14,0.06,0.07,0.06,0.07,200000
KBAN42P1502A,15-Oct-14,0.72,0.74,0.72,0.74,1395800
KKP01C1501A,15-Oct-14,0.34,0.34,0.34,0.34,302000
KKP23C1503A,15-Oct-14,0.45,0.45,0.45,0.45,85000
KTB01C1410A,15-Oct-14,0.88,0.89,0.86,0.86,2847000
KTB01C1503A,15-Oct-14,0.64,0.64,0.63,0.63,738100
KTB01P1410A,15-Oct-14,0.06,0.07,0.06,0.06,129700
KTB01P1503A,15-Oct-14,1.03,1.04,1.02,1.03,2540500
KTB06C1601A,15-Oct-14,1.24,1.24,1.23,1.23,50200
KTB13C1502A,15-Oct-14,1.01,1.01,1,1,1191000
KTB13C1504A,15-Oct-14,0.25,0.25,0.25,0.25,5000
KTB23P1502A,15-Oct-14,0.26,0.26,0.26,0.26,35000
KTB28P1411A,15-Oct-14,0.01,0.02,0.01,0.02,300000
KTB42C1412A,15-Oct-14,0.57,0.58,0.57,0.57,124400
LH01C1412A,15-Oct-14,0.26,0.26,0.25,0.25,1036100
LH01P1412A,15-Oct-14,0.5,0.51,0.5,0.51,108000
LH13C1503A,15-Oct-14,0.2,0.2,0.19,0.19,720000
LPN01C1501A,15-Oct-14,0.57,0.58,0.57,0.57,326000
LPN01P1501A,15-Oct-14,1.03,1.03,1.03,1.03,400600
M06C1507A,15-Oct-14,0.7,0.7,0.7,0.7,150000
MINT01C1502A,15-Oct-14,0.53,0.54,0.51,0.51,2416700
MINT06C1505A,15-Oct-14,0.72,0.73,0.72,0.73,1200
MINT27C1501A,15-Oct-14,0.82,0.84,0.82,0.84,1200
NOK42C1502A,15-Oct-14,0.3,0.3,0.29,0.29,20000
PS01C1501A,15-Oct-14,0.33,0.34,0.33,0.34,105000
PS01P1501A,15-Oct-14,0.97,0.98,0.97,0.98,154200
PTT01C1501A,15-Oct-14,0.96,1.01,0.96,0.96,5807200
PTT01P1501A,15-Oct-14,0.83,0.83,0.8,0.83,7712100
PTT06C1601A,15-Oct-14,1.75,1.75,1.75,1.75,100
PTT06P1502A,15-Oct-14,0.48,0.5,0.48,0.5,546900
PTT08P1503A,15-Oct-14,0.64,0.65,0.64,0.65,144900
PTT13C1501A,15-Oct-14,0.82,0.85,0.81,0.81,1303800
PTT13P1501A,15-Oct-14,0.48,0.51,0.48,0.51,27404400
PTT23C1603A,15-Oct-14,1.63,1.65,1.63,1.65,13238600
PTT23P1501A,15-Oct-14,0.36,0.37,0.35,0.37,26400
PTT28C1501A,15-Oct-14,0.87,0.9,0.87,0.9,1783000
PTT42C1411A,15-Oct-14,1.15,1.15,1.09,1.09,12000
PTTE01C1410A,15-Oct-14,0.29,0.3,0.26,0.26,7690300
PTTE01C1503A,15-Oct-14,0.62,0.63,0.59,0.59,5238600
PTTE01P1410A,15-Oct-14,0.95,1.02,0.95,1.02,10091800
PTTE01P1503A,15-Oct-14,1.57,1.61,1.57,1.61,1441200
PTTE06C1502A,15-Oct-14,0.77,0.77,0.72,0.72,2279200
PTTE08C1501A,15-Oct-14,0.47,0.47,0.45,0.45,760300
PTTE11C1502A,15-Oct-14,0.48,0.48,0.48,0.48,100000
PTTE11P1502A,15-Oct-14,1.91,1.94,1.91,1.94,30000
PTTE13C1412A,15-Oct-14,0.5,0.51,0.47,0.47,796600
PTTE13P1412A,15-Oct-14,0.8,0.86,0.8,0.86,30000
PTTE27C1505A,15-Oct-14,0.67,0.68,0.63,0.63,390100
PTTE28C1501A,15-Oct-14,0.45,0.46,0.42,0.42,2504500
PTTG01C1411A,15-Oct-14,0.26,0.27,0.25,0.25,12291900
PTTG01P1411A,15-Oct-14,1.15,1.17,1.14,1.15,1851400
PTTG06C1502A,15-Oct-14,0.49,0.49,0.47,0.47,7520900
PTTG13C1501A,15-Oct-14,0.25,0.25,0.25,0.25,95100
PTTG13P1502A,15-Oct-14,1.32,1.34,1.31,1.32,50200
PTTG16C1506A,15-Oct-14,0.61,0.62,0.6,0.6,2073500
PTTG28C1501A,15-Oct-14,0.28,0.29,0.28,0.29,1201200
QH01C1411A,15-Oct-14,0.79,0.81,0.79,0.81,164400
QH01P1411A,15-Oct-14,0.38,0.39,0.38,0.39,12000
QH11C1501A,15-Oct-14,0.74,0.74,0.74,0.74,100
QH28C1501A,15-Oct-14,0.78,0.8,0.77,0.8,1080000
QH28C1503A,15-Oct-14,0.55,0.55,0.55,0.55,100
ROBI27C1501A,15-Oct-14,0.48,0.51,0.48,0.5,41500
S5001C1411A,15-Oct-14,0.76,0.79,0.73,0.74,2403000
S5001C1412A,15-Oct-14,1.2,1.24,1.18,1.2,2220500
S5001C1502A,15-Oct-14,1.25,1.26,1.22,1.22,1038900
S5001P1411A,15-Oct-14,1.14,1.18,1.11,1.18,7144300
S5001P1412A,15-Oct-14,1.28,1.31,1.25,1.3,5347600
S5001P1502A,15-Oct-14,1.94,1.95,1.9,1.95,398900
S5006C1412A,15-Oct-14,0.71,0.72,0.71,0.72,101200
S5006P1412A,15-Oct-14,0.43,0.43,0.43,0.43,894500
S5013C1412A,15-Oct-14,0.85,0.88,0.85,0.88,53000
S5013P1412A,15-Oct-14,0.92,0.95,0.89,0.91,2288000
S5028C1412B,15-Oct-14,0.68,0.69,0.68,0.69,49551000
S5028P1412A,15-Oct-14,0.77,0.8,0.76,0.8,20143200
SAMA01C1501A,15-Oct-14,1.8,1.96,1.8,1.86,13225500
SAMA01P1501A,15-Oct-14,0.31,0.31,0.27,0.28,4126800
SAMA13C1503A,15-Oct-14,0.64,0.7,0.64,0.64,5526100
SAMA28C1503A,15-Oct-14,0.58,0.58,0.58,0.58,100000
SCB01C1410A,15-Oct-14,0.81,0.82,0.76,0.76,555400
SCB01C1503A,15-Oct-14,0.83,0.86,0.8,0.8,1930200
SCB01P1410A,15-Oct-14,0.44,0.48,0.44,0.48,2813900
SCB01P1503A,15-Oct-14,1.72,1.72,1.72,1.72,5000
SCB06C1502A,15-Oct-14,1.51,1.51,1.51,1.51,300
SCB06P1503A,15-Oct-14,0.5,0.51,0.5,0.51,160000
SCB11C1501A,15-Oct-14,0.77,0.77,0.75,0.75,3000
SCB13C1503A,15-Oct-14,0.8,0.82,0.76,0.76,2576900
SCB13P1411A,15-Oct-14,0.39,0.41,0.39,0.41,900
SCB28C1501A,15-Oct-14,1.01,1.01,1.01,1.01,60000
SCB28C1502A,15-Oct-14,0.59,0.59,0.57,0.58,585200
SCC01C1411A,15-Oct-14,0.54,0.57,0.54,0.55,1953700
SCC01P1411A,15-Oct-14,0.77,0.77,0.75,0.76,1493800
SCC06C1502A,15-Oct-14,1.52,1.56,1.52,1.53,1054300
SCC28C1501A,15-Oct-14,0.35,0.35,0.35,0.35,14000
SCC42C1501A,15-Oct-14,0.31,0.31,0.31,0.31,5000
SET06C1412A,15-Oct-14,2.28,2.28,2.2,2.2,21100
SET06C1506C,15-Oct-14,1.28,1.28,1.28,1.28,32000
SET06P1412A,15-Oct-14,0.43,0.44,0.42,0.44,411700
SET06P1506A,15-Oct-14,0.55,0.55,0.54,0.54,4000
SET06P1506C,15-Oct-14,1.01,1.01,1.01,1.01,100000
SIRI01C1412A,15-Oct-14,0.47,0.47,0.42,0.42,6239900
SIRI01P1412A,15-Oct-14,0.23,0.26,0.23,0.25,2723800
SIRI06C1506A,15-Oct-14,1.18,1.18,1.18,1.18,50000
SIRI28C1502A,15-Oct-14,0.31,0.31,0.27,0.27,10635700
SPAL01C1502A,15-Oct-14,0.29,0.29,0.28,0.28,1265500
SPCG01C1412A,15-Oct-14,0.26,0.26,0.25,0.26,480100
STA13C1502A,15-Oct-14,0.22,0.22,0.22,0.22,1000000
STEC01C1412A,15-Oct-14,0.94,0.94,0.94,0.94,2094200
STEC01P1412A,15-Oct-14,0.65,0.66,0.65,0.66,124000
STPI01C1501A,15-Oct-14,0.55,0.55,0.55,0.55,1533200
STPI06C1510A,15-Oct-14,0.65,0.66,0.65,0.65,630000
STPI08C1504A,15-Oct-14,0.55,0.55,0.54,0.54,331300
STPI23C1502A,15-Oct-14,0.5,0.5,0.49,0.49,210000
STPI28C1503A,15-Oct-14,0.49,0.51,0.49,0.49,2272700
TCAP01C1411A,15-Oct-14,0.28,0.3,0.28,0.3,212000
TCAP01P1411A,15-Oct-14,0.51,0.52,0.51,0.52,140000
TCAP06CB,15-Oct-14,0.42,0.42,0.42,0.42,501000
THAI01C1502A,15-Oct-14,0.4,0.42,0.4,0.42,1623300
THAI01P1502A,15-Oct-14,0.93,0.93,0.91,0.93,1029200
THAI27C1502A,15-Oct-14,0.35,0.35,0.35,0.35,90000
THAI28C1502A,15-Oct-14,0.25,0.25,0.25,0.25,200000
THAI42C1410A,15-Oct-14,0.2,0.23,0.2,0.22,4170200
THCO01C1411A,15-Oct-14,0.31,0.31,0.31,0.31,1321800
THCO06C1506A,15-Oct-14,0.51,0.52,0.51,0.52,12900
THCO13C1502A,15-Oct-14,0.53,0.53,0.53,0.53,100
THCO16C1412A,15-Oct-14,0.38,0.38,0.38,0.38,100
TICO01C1501A,15-Oct-14,0.47,0.49,0.47,0.49,200100
TICO11C1503A,15-Oct-14,0.58,0.58,0.58,0.58,150000
TMB01C1411A,15-Oct-14,0.7,0.72,0.69,0.69,5986600
TMB01P1411A,15-Oct-14,0.17,0.19,0.17,0.19,148300
TMB06C1502A,15-Oct-14,0.73,0.73,0.71,0.72,437000
TMB08C1501A,15-Oct-14,0.86,0.86,0.85,0.85,5000
TMB11P1502A,15-Oct-14,0.7,0.7,0.7,0.7,50000
TMB13C1502A,15-Oct-14,0.48,0.48,0.48,0.48,400000
TMB16C1507A,15-Oct-14,0.66,0.66,0.66,0.66,7000
TMB28C1502B,15-Oct-14,0.37,0.37,0.37,0.37,1000000
TOP01C1502A,15-Oct-14,0.36,0.36,0.33,0.33,2363300
TOP01P1502A,15-Oct-14,0.87,0.92,0.87,0.92,1491900
TOP06C1502A,15-Oct-14,0.49,0.49,0.45,0.45,329400
TOP11P1504A,15-Oct-14,1.18,1.18,1.18,1.18,2200
TPIP01C1502A,15-Oct-14,0.79,0.93,0.79,0.91,21852500
TPIP01P1502A,15-Oct-14,0.64,0.64,0.55,0.55,4153900
TPIP06C1510A,15-Oct-14,0.7,0.74,0.7,0.72,1441000
TPIP08C1506A,15-Oct-14,0.94,0.98,0.94,0.98,800000
TPIP11C1505A,15-Oct-14,0.77,0.78,0.77,0.77,3000000
TPIP13C1502A,15-Oct-14,0.54,0.66,0.54,0.62,5670400
TPIP23C1503A,15-Oct-14,1.27,1.47,1.27,1.42,7513000
TPIP23C1505A,15-Oct-14,0.36,0.39,0.36,0.39,30600
TPIP27C1505A,15-Oct-14,0.56,0.58,0.56,0.58,108000
TPIP28C1501A,15-Oct-14,1.11,1.28,1.11,1.25,64500
TPIP28C1502A,15-Oct-14,0.71,0.87,0.71,0.87,3870400
TPIP28C1503A,15-Oct-14,0.53,0.62,0.53,0.6,28254000
TRUE01C1412A,15-Oct-14,1.27,1.35,1.27,1.31,31750800
TRUE01C1503A,15-Oct-14,0.39,0.42,0.39,0.4,28515200
TRUE01P1412A,15-Oct-14,0.36,0.36,0.33,0.33,40821900
TRUE06C1503A,15-Oct-14,1.7,1.73,1.7,1.7,130000
TRUE06P1503A,15-Oct-14,0.29,0.29,0.28,0.29,3472000
TRUE08C1501A,15-Oct-14,0.29,0.29,0.29,0.29,10000
TRUE08C1503A,15-Oct-14,0.81,0.82,0.81,0.82,60200
TRUE08P1503A,15-Oct-14,0.4,0.4,0.4,0.4,200000
TRUE11P1501A,15-Oct-14,0.69,0.69,0.69,0.69,20000
TRUE13C1412A,15-Oct-14,1.27,1.27,1.25,1.25,200000
TRUE13C1501A,15-Oct-14,0.43,0.44,0.43,0.43,14909600
TRUE13C1501B,15-Oct-14,0.18,0.2,0.18,0.19,80226900
TRUE13C1502A,15-Oct-14,0.33,0.35,0.33,0.34,208722700
TRUE13P1412A,15-Oct-14,0.16,0.16,0.15,0.16,1201600
TRUE13P1502A,15-Oct-14,0.67,0.67,0.64,0.66,8139000
TRUE16C1507A,15-Oct-14,1.2,1.2,1.2,1.2,63200
TRUE28C1501B,15-Oct-14,0.45,0.45,0.45,0.45,100000
TRUE28C1502A,15-Oct-14,1.48,1.48,1.48,1.48,20000
TRUE28C1502B,15-Oct-14,0.34,0.36,0.34,0.34,56250000
TRUE28C1502C,15-Oct-14,0.18,0.2,0.17,0.17,157400
TRUE28CF,15-Oct-14,0.4,0.42,0.4,0.41,4174000
TRUE28P1501A,15-Oct-14,0.48,0.48,0.48,0.48,14800000
TRUE42C1502A,15-Oct-14,0.43,0.43,0.42,0.42,1480000
TRUE42P1502A,15-Oct-14,0.4,0.41,0.4,0.41,10200
TTA01C1501A,15-Oct-14,0.62,0.64,0.61,0.62,7342200
TTA01P1501A,15-Oct-14,0.81,0.82,0.8,0.82,2115600
TTA06C1502A,15-Oct-14,0.85,0.86,0.85,0.85,2438000
TTA07C1410A,15-Oct-14,0.49,0.51,0.49,0.5,9800
TTA11C1411A,15-Oct-14,0.42,0.43,0.42,0.43,2570000
TTA13C1412A,15-Oct-14,0.37,0.38,0.35,0.35,12796100
TTA13C1502A,15-Oct-14,0.34,0.35,0.33,0.33,6500000
TTA13C1503A,15-Oct-14,0.15,0.15,0.15,0.15,700000
TTA13P1503A,15-Oct-14,0.86,0.87,0.86,0.87,25800
TTA27C1501A,15-Oct-14,0.58,0.58,0.58,0.58,200000
TTA28C1502A,15-Oct-14,0.48,0.48,0.48,0.48,4035000
TTA42C1412A,15-Oct-14,0.2,0.2,0.2,0.2,1265800
TTCL01C1502A,15-Oct-14,0.34,0.36,0.34,0.34,3032800
TTCL08C1504A,15-Oct-14,0.27,0.28,0.26,0.26,202300
TTCL13C1502A,15-Oct-14,0.21,0.21,0.2,0.21,700000
TUF01C1502A,15-Oct-14,0.86,0.86,0.84,0.85,2243000
TUF01P1502A,15-Oct-14,0.93,0.96,0.93,0.96,892400
TUF06C1502A,15-Oct-14,1.1,1.1,1.1,1.1,1000
TUF11C1411A,15-Oct-14,0.88,0.89,0.88,0.89,20000
UV08C1504A,15-Oct-14,0.94,1.08,0.94,0.98,2948000
UV23C1503A,15-Oct-14,0.19,0.19,0.19,0.19,112000
UV27C1502A,15-Oct-14,0.9,0.9,0.87,0.87,10000
UV28C1503A,15-Oct-14,0.29,0.34,0.28,0.28,6082300
UV42C1410A,15-Oct-14,0.59,0.78,0.59,0.68,559200
VGI01C1411A,15-Oct-14,0.48,0.5,0.48,0.48,2225800
VGI01P1411A,15-Oct-14,0.5,0.51,0.49,0.5,2243600
VGI06C1504A,15-Oct-14,1.48,1.49,1.48,1.49,7900
VGI13C1502A,15-Oct-14,0.47,0.47,0.47,0.47,150000
VGI13C1503A,15-Oct-14,0.7,0.71,0.7,0.7,5545000
VGI42C1412A,15-Oct-14,0.32,0.33,0.3,0.3,6100100
WHA08C1504A,15-Oct-14,0.87,0.9,0.87,0.87,5647500
WHA13C1502A,15-Oct-14,0.89,0.91,0.85,0.85,533000
WHA28C1501A,15-Oct-14,0.72,0.75,0.72,0.72,1295000
WHA28C1502A,15-Oct-14,0.51,0.51,0.51,0.51,1210000
ACD-W2,15-Oct-14,2.48,2.56,2.34,2.38,50121000
AEC-W2,15-Oct-14,0.52,0.53,0.51,0.51,3576800
AJP-W1,15-Oct-14,11.5,11.6,10.9,10.9,6171200
AQ-W2,15-Oct-14,0.17,0.17,0.16,0.16,32598100
AQ-W3,15-Oct-14,0.25,0.25,0.24,0.24,79885500
BKD-W1,15-Oct-14,1.84,1.9,1.82,1.84,44604400
BLAND-W3,15-Oct-14,0.46,0.49,0.46,0.47,12189000
BLAND-W4,15-Oct-14,0.59,0.62,0.58,0.61,37579200
BROOK-W4,15-Oct-14,2.78,2.96,2.78,2.96,578200
BSM-W1,15-Oct-14,4.16,4.4,4.16,4.2,1174100
BTS-W3,15-Oct-14,0.97,0.99,0.96,0.96,26846600
CCP-W2,15-Oct-14,5.1,5.25,5.1,5.2,5100
CEN-W3,15-Oct-14,1.72,1.94,1.71,1.82,2683800
CGD-W3,15-Oct-14,0.5,0.51,0.48,0.48,154004500
CHO-W1,15-Oct-14,3.7,3.74,3.68,3.68,2296900
CMO-W1,15-Oct-14,1.2,1.34,1.2,1.23,4711800
COLOR-W1,15-Oct-14,0.76,0.82,0.75,0.75,3848500
CPI-W1,15-Oct-14,0.9,0.91,0.83,0.85,17010800
CWT-W2,15-Oct-14,1.53,1.53,1.49,1.51,710600
DCON-W1,15-Oct-14,9.3,9.4,9.25,9.35,9500
DEMCO-W5,15-Oct-14,4.42,4.48,4.26,4.36,1487800
DEMCO-W6,15-Oct-14,3.06,3.12,3.02,3.02,188200
DIMET-W1,15-Oct-14,17.4,17.7,13.9,14,20139700
E-W1,15-Oct-14,0.58,0.59,0.53,0.55,393000
E-W2,15-Oct-14,0.42,0.47,0.42,0.44,4345500
E-W3,15-Oct-14,0.18,0.19,0.17,0.18,37401700
EARTH-W3,15-Oct-14,3.7,3.7,3.7,3.7,1000
EARTH-W4,15-Oct-14,0.75,0.76,0.74,0.74,16066100
ECF-W1,15-Oct-14,3.5,3.54,3.4,3.4,720400
EFORL-W2,15-Oct-14,1.48,1.54,1.44,1.44,175546500
EIC-W1,15-Oct-14,1.78,1.81,1.76,1.76,85100
EMC-W4,15-Oct-14,1.14,1.15,1.05,1.05,115191800
EVER-W1,15-Oct-14,1.96,2.02,1.9,1.9,39447900
GEL-W4,15-Oct-14,0.28,0.3,0.28,0.29,94063300
GENCO-W1,15-Oct-14,1.11,1.34,0.99,1.06,198850400
GJS-W2,15-Oct-14,0.11,0.14,0.11,0.13,80916300
GJS-W3,15-Oct-14,0.18,0.21,0.18,0.19,251836700
GL-W3,15-Oct-14,0.56,0.56,0.54,0.54,85800
GLAND-W2,15-Oct-14,2.78,2.8,2.6,2.6,34300
GLAND-W3,15-Oct-14,2.76,2.76,2.5,2.5,1383000
GSTEL-W1,15-Oct-14,0.09,0.12,0.09,0.11,344718400
GSTEL-W2,15-Oct-14,0.11,0.13,0.1,0.12,145836900
IFEC-W1,15-Oct-14,6.1,6.45,6.1,6.35,19360300
ILINK-W1,15-Oct-14,17.8,18.3,17.4,18,21000
IVL-W1,15-Oct-14,3.9,3.92,3.86,3.9,318800
IVL-W2,15-Oct-14,2.92,2.94,2.9,2.92,409400
KCE-W2,15-Oct-14,35,36,35,36,25400
L&E-W3,15-Oct-14,4.74,4.74,4.7,4.7,30600
LH-W3,15-Oct-14,6.3,6.35,6.25,6.3,184000
LIVE-W2,15-Oct-14,0.23,0.23,0.22,0.22,1999500
LOXLEY-W,15-Oct-14,1.93,1.95,1.62,1.64,34218500
MBAX-W1,15-Oct-14,2,2.08,2,2.02,334400
MILL-W2,15-Oct-14,0.65,0.69,0.62,0.62,34587500
NBC-W1,15-Oct-14,1.65,1.7,1.65,1.68,75900
NEP-W2,15-Oct-14,0.58,0.6,0.58,0.58,2848100
NINE-W1,15-Oct-14,1.61,1.82,1.61,1.75,1863000
NIPPON-W,15-Oct-14,1.61,1.63,1.52,1.55,13262900
NMG-W3,15-Oct-14,0.56,0.63,0.56,0.62,150618100
NNCL-W2,15-Oct-14,1,1.06,1,1.01,2868100
NUSA-W1,15-Oct-14,0.79,0.85,0.79,0.79,4275600
NWR-W2,15-Oct-14,0.77,0.78,0.74,0.75,7400600
OCEAN-W1,15-Oct-14,1.1,1.14,1.09,1.1,20336600
PF-W3,15-Oct-14,0.66,0.66,0.64,0.65,4964200
PPM-W1,15-Oct-14,2.66,2.68,2.56,2.56,379400
PRINC-W1,15-Oct-14,2.6,2.62,2.46,2.46,5264100
PYLON-W1,15-Oct-14,7.35,7.35,7.35,7.35,100
RCI-W1,15-Oct-14,1.83,1.86,1.79,1.8,2462900
RML-W3,15-Oct-14,0.32,0.33,0.32,0.32,5828500
ROJNA-W3,15-Oct-14,3.66,3.7,3.66,3.7,56700
SIRI-W1,15-Oct-14,1.45,1.45,1.35,1.35,20896700
SLC-W1,15-Oct-14,0.06,0.06,0.05,0.05,203100
SLC-W2,15-Oct-14,0.05,0.05,0.04,0.04,5200
SLC-W3,15-Oct-14,0.1,0.11,0.1,0.1,1130100
SLC-W4,15-Oct-14,0.12,0.12,0.11,0.11,264600
SPORT-W3,15-Oct-14,0.84,0.84,0.8,0.82,51300
STAR-W2,15-Oct-14,1.35,1.42,1.26,1.27,4678800
SUPER-W1,15-Oct-14,7.25,7.55,7.25,7.45,1239200
SUPER-W2,15-Oct-14,7.45,7.65,7.4,7.5,7200600
TAPAC-W2,15-Oct-14,1.2,1.26,1.16,1.16,341500
TCC-W2,15-Oct-14,1.29,1.45,1.28,1.45,1126500
TCC-W3,15-Oct-14,1.07,1.3,1.07,1.24,3935200
TCC-W4,15-Oct-14,1.1,1.31,1.1,1.26,34576000
TCJ-W1,15-Oct-14,5.6,5.65,5.45,5.65,84600
TCMC-W1,15-Oct-14,1.29,1.32,1.23,1.24,5020000
TFD-W2,15-Oct-14,2.72,2.72,2.64,2.68,428100
TH-W1,15-Oct-14,1.97,2.02,1.97,2.02,2500
TIES-W2,15-Oct-14,0.35,0.41,0.32,0.32,256972200
TLUXE-W2,15-Oct-14,0.49,0.6,0.49,0.52,16161200
TMI-W1,15-Oct-14,1.71,1.71,1.66,1.66,100500
TRT-W2,15-Oct-14,1.91,1.93,1.74,1.74,1992800
TSF-W2,15-Oct-14,0.53,0.54,0.53,0.53,903300
TSF-W3,15-Oct-14,0.31,0.32,0.31,0.31,11836000
TTA-W3,15-Oct-14,6.35,6.5,6.35,6.4,301500
TTA-W4,15-Oct-14,5.95,6.05,5.9,6.05,174800
TVD-W1,15-Oct-14,1.65,1.65,1.65,1.65,77200
TWZ-W3,15-Oct-14,0.36,0.36,0.35,0.35,5718500
UAC-W1,15-Oct-14,3.3,3.32,3.28,3.28,59300
UWC-W1,15-Oct-14,1.9,2.14,1.9,1.99,1012700
VGI-W1,15-Oct-14,2.34,2.4,2.28,2.28,14253600
VTE-W1,15-Oct-14,1.42,1.51,1.39,1.41,3368900
WAT-W1,15-Oct-14,0.03,0.03,0.02,0.02,256400
WAT-W2,15-Oct-14,0.02,0.02,0.01,0.02,29832600
!AGRO,15-Oct-14,451.31,453,449.33,451.7,2696595
!CONSUMP,15-Oct-14,164.71,165.72,164.65,165.05,520269
!FINCIAL,15-Oct-14,205.82,207.46,204.89,204.97,5486318
!INDUS,15-Oct-14,112.19,113.18,111.79,112.32,33205156
!PROPCON,15-Oct-14,141.14,141.97,140.9,141.03,46415177
!RESOURC,15-Oct-14,184.92,186.25,183.5,183.5,2056698
!SERVICE,15-Oct-14,359.15,360.64,357.93,358.33,22167954
!TECH,15-Oct-14,221.37,223.09,220.97,222.33,14752365
$AGRI,15-Oct-14,250.4,251.77,247.91,250.37,1696286
$AUTO,15-Oct-14,528.7,539.84,528.25,539.26,104534
$BANK,15-Oct-14,599.13,604.13,595.71,595.97,3492060
